delta 1.0
u 0 0.0 0.0
x 27426 -259.4355675377126 -282.6479458480572 0.9193741532396533
z 27426 1289 3.492554543793346 -1.0971013588621874
z 27426 3100 3.4058218839771905 -0.855812712429779
z 27426 3125 4.0539750228760205 -2.108761642141793
z 27426 4607 3.33596902974796 1.4525706544755943
z 27426 5720 5.851817839427567 -2.0189581260110008
z 27426 6908 4.877584804478637 -1.6491081983668021
z 27426 7509 2.70279370975418 1.9577095536238396
z 27426 9750 6.647534363169393 -1.6512544590863927
z 27426 11103 5.993627166914998 -1.6634156435586558
z 27426 12155 7.294009836561397 2.093020688201074
z 27426 14979 2.0787095268478026 -2.3299083372715583
z 27426 15349 6.1665748674629235 -2.0086211759374626
u 27427 1.012811302229264 -0.008320290958545798
x 27427 -259.03495921868216 -281.89183801021915 1.2477674111436752
z 27427 1289 3.157577017882345 -1.3776049624929305
z 27427 3100 2.8426790066089245 -1.1188705157412007
z 27427 4607 3.3742191307828016 1.7637079819526287
z 27427 6908 5.054559417526961 -1.8419667924030878
z 27427 9750 6.800138017267722 -1.7919915974938239
z 27427 11103 6.166191021644239 -1.8194438553883288
u 27428 0.9417425819444046 -0.023419375914869683
x 27428 -258.7580837801784 -281.1009797910197 1.2203065007779763
z 27428 1289 3.10597332591382 -1.6555822773965267
z 27428 3100 2.5638504893936718 -1.4301996465617275
z 27428 4607 3.6828706582012862 2.04018823655106
z 27428 6908 5.373811257239761 -1.9887449514171278
z 27428 9750 7.056355742487496 -1.8994853415106951
z 27428 11103 6.452502786393245 -1.938373812878967
u 27429 1.0030600285014921 -0.006007077245234487
x 27429 -258.36172014931253 -279.96861878570945 1.247877857203905
z 27429 1289 3.3409894696064657 -1.9534550370185615
z 27429 3100 2.615989380333938 -1.8134344385320773
z 27429 9750 7.438250645025677 -2.0215909077083074
z 27429 11103 6.874320909686514 -2.0691163078204866
u 27430 0.9469986026669769 0.008977068912254247
x 27430 -258.16581925750177 -279.06020457395994 1.468917203918231
z 27430 3100 2.992023445802958 -2.1343361694794325
z 27430 9750 7.900575368993085 -2.1384313508517225
u 27431 0.9846080618324139 -0.006691385173337749
x 27431 -258.13798104298587 -278.16877908109683 1.6102379933509665
u 27432 0.9596629854166707 0.014713958501409486
x 27432 -258.1354730068006 -277.1002976903614 1.526660087921969
u 27433 0.9817766140137868 0.0010797124048175495
x 27433 -258.09938650559616 -275.8790706253379 1.555850999969258
u 27434 1.1061310687041657 1.5707963267948966
x 27434 -258.6799514298076 -274.94164671517876 2.6947497373413167
u 27435 1.0005616215848285 -0.0041544982363696924
x 27435 -259.51315462965084 -274.4884629469982 2.592131446362494
u 27436 1.0264515290968943 -0.00935670904971057
x 27436 -260.29490131543645 -273.91690276308384 2.42842192646145
u 27437 0.9904145864319975 0.007239300654114241
x 27437 -261.0402806646852 -273.2975904365362 2.468199502518843
u 27438 1.01699391131563 0.0030595111566699864
x 27438 -261.7897180562239 -272.7429336078971 2.5407189973990167
u 27439 1.043437913702476 0.006745537338277672
x 27439 -262.6569532687769 -272.10674329776487 2.4766420165275003
u 27440 1.0259639887357201 -0.01783327978514372
x 27440 -263.36209941539795 -271.56008955124895 2.48762995329027
u 27441 0.9642597443239161 -0.005033627629805223
x 27441 -264.073844399009 -271.0062913881419 2.4730861088238107
u 27442 0.9680512304929445 -0.007202927830545294
x 27442 -264.74666796671767 -270.5299895533784 2.5780626875812835
u 27443 0.9870730431197798 0.007409372545532456
x 27443 -265.3182497534792 -270.1909678607177 2.6344187729070265
u 27444 0.996536703967376 -0.008439545031667954
x 27444 -266.2278605492408 -269.71916486689065 2.6917966480612643
u 27445 1.0297420604228322 0.009697664785371183
x 27445 -267.1298606206031 -269.3764389666513 2.8651607614715466
u 27446 0.9970573100882917 -0.008534768821013143
x 27446 -268.26583245152716 -269.01471298973047 2.8014707351328223
u 27447 0.9793673398945291 0.00800844769750216
x 27447 -269.3210218665004 -268.65760174241836 2.8290475916659528
u 27448 0.9858930001482518 0.010866723919338524
x 27448 -269.8792670707631 -268.4190354990796 2.646418377954687
u 27449 0.9711357763004445 0.014427021223433248
x 27449 -270.39449095878615 -268.1634647388406 2.715820537025393
u 27450 1.029281139658709 -0.008246711227061965
x 27450 -271.5838957905273 -267.523128837016 2.579629149572434
u 27451 0.9608187263264752 -0.0022593143003296927
x 27451 -272.23873425039505 -267.18744957821883 2.7561807857189615
u 27452 1.0739753363701061 -0.00040644004354310016
x 27452 -273.1350915580632 -266.7453278634061 2.6105501504953352
u 27453 0.9526257845916378 -0.008182707388120632
x 27453 -273.84071135982845 -266.3886584977512 2.736607723811063
u 27454 1.0113982048714403 -0.010244731948987475
x 27454 -274.7857128195597 -266.0719045977271 2.8997385057395473
u 27455 1.0497901507172092 -0.0003064121824015504
x 27455 -275.46366019549237 -265.8728644565547 2.8123110635708928
u 27456 0.9988572058849341 0.006990318417348681
x 27456 -276.5080323710851 -265.459440378044 2.717011400674661
u 27457 1.0237351757845263 -0.005163421254789793
x 27457 -277.32672859495364 -265.0902709362827 2.7189304660638136
u 27458 1.0239759895921687 0.0012719115223559356
x 27458 -278.51034953716896 -264.61473238998207 2.8001992677292087
u 27459 0.9906040921389064 0.006513313445599443
x 27459 -279.52715351671463 -264.2554205797575 2.8036316434139366
u 27460 1.0356613134826271 0.004891834239413318
x 27460 -280.30596198939634 -264.0130476479103 2.876135376050894
u 27461 0.9870014570214861 -0.0025985402074622495
x 27461 -281.49849964408935 -263.85950897202304 -3.1322256376381077
u 27462 0.9970225015466467 0.005010890753146329
x 27462 -282.63304090404546 -263.84015804862213 3.0981166141334455
u 27463 0.9930613926416831 0.0010920948926234862
x 27463 -283.40634763690366 -263.820295911591 3.1337106220180804
u 27464 1.051220385526669 0.0044915416294255715
x 27464 -284.5519245519847 -263.9029491357984 -2.9896604941889438
u 27465 0.9799339222762269 0.002145201031951493
x 27465 -285.3674097929686 -264.0036707582442 -3.0477470007089655
u 27466 0.9394729379485625 -0.012363586547477611
x 27466 -286.3963572239068 -264.00262953000305 3.045723130772652
u 27467 1.0571118249604425 -0.02192202080209471
x 27467 -287.37628053590686 -263.91886482805813 3.066915015381041
u 27468 1.040404447054329 0.010567037689361817
x 27468 -288.4279724671576 -263.9303556705666 -3.045063777492734
u 27469 0.989449918478005 0.0070035876063419735
x 27469 -289.5933613610971 -263.9434560367596 3.0675452246659614
u 27470 1.0027872764621573 -0.013047113290876567
x 27470 -290.7608612817631 -263.7996609075399 2.9705444417192233
u 27471 1.0083358967183347 -0.0065495878313309875
x 27471 -291.8583523468211 -263.46450122155534 2.7198572829336065
u 27472 1.019489592508063 0.0015151269760478397
x 27472 -292.5948465326127 -263.17954629829984 2.82499042167146
u 27473 0.980173795956298 0.0021490347260218158
x 27473 -293.4813335827805 -262.84238656205923 2.7313200358940373
u 27474 1.0166562581516845 -0.0031805013351512102
x 27474 -294.3746153835854 -262.48524838500356 2.791189428593915
u 27475 1.0044266221637705 -0.00739211702607516
x 27475 -295.32169406864864 -262.0712997034703 2.6678809868639375
u 27476 1.1057205871315827 1.5707963267948966
x 27476 -296.3544828693664 -262.45337714663935 -1.9592138331139388
u 27477 0.9915255338776447 -2.064644375974363e-05
x 27477 -296.7090297122844 -263.4799087476698 -1.8474908511720771
u 27478 0.9576595398018202 0.003950929880935195
x 27478 -297.01907820990607 -264.6665277056224 -1.805248793516821
u 27479 1.0081862816433904 0.01607784918462155
x 27479 -297.2203582840651 -265.7699551127459 -1.6972033078154356
u 27480 0.9931006977558018 8.232705798909599e-05
x 27480 -297.3704972989869 -266.72624390302826 -1.7558503320877286
u 27481 0.9553793219094369 0.006707097150701618
x 27481 -297.4922069583117 -267.7325116707923 -1.626476071874626
u 27482 1.033343573135144 -0.01588445928793697
x 27482 -297.65051299829327 -269.0456532455039 -1.7550689911917603
u 27483 0.9518406669888946 0.00021357572761434567
x 27483 -297.75961298898466 -270.0828864856948 -1.5961202894106692
u 27484 0.9882772339217352 -0.00180525993332622
x 27484 -297.80683535094346 -271.0755611355065 -1.6405423633990173
u 27485 1.0004672652438968 -0.00942934523044969
x 27485 -297.8868323922718 -272.27646233255007 -1.634082096634445
u 27486 0.999800644728979 -0.0012247841396792877
x 27486 -297.9515260221178 -273.44780378015184 -1.617859199949008
u 27487 0.9776138373049857 0.0023697691027093496
x 27487 -298.00080997129095 -274.4471359735087 -1.6222873725583418
u 27488 0.9896327375028988 0.008684132868602692
x 27488 -298.07110425079475 -275.4312304596347 -1.6619238829923133
u 27489 1.0762519075678139 0.0019245073922149077
x 27489 -298.1831685943881 -276.65628705614233 -1.6621147384812502
u 27490 0.9826434810849787 -0.01138065893628122
x 27490 -298.3179878940537 -277.77868091340923 -1.718567701134225
u 27491 0.9878098254336324 0.0031011470831795863
x 27491 -298.47982552032244 -278.8670772104851 -1.7182491662265171
u 27492 1.0278892042413554 -0.007843493242318712
x 27492 -298.5791798675917 -279.78153939382645 -1.639790174426968
u 27493 0.9338133045016282 0.002778990124688477
x 27493 -298.64329567800087 -280.62580006735163 -1.6533977802757711
u 27494 0.990950454398572 0.005188217100730386
x 27494 -298.6725711345609 -281.6235492664174 -1.5468610383476384
u 27495 0.9570676217004397 -0.012302263443955738
x 27495 -298.6292606492433 -282.34362989005155 -1.4745829266080832
u 27496 0.9894566822162701 -0.02014722079095274
x 27496 -298.44222984698285 -283.2516874158586 -1.2607549459497254
u 27497 1.004182768249591 -0.0026371293538694014
x 27497 -298.1332024014848 -284.1572861614934 -1.2231366770264374
u 27498 0.9526599722930426 -0.0010489963296651365
x 27498 -297.8621982961391 -285.14969457408205 -1.385300542855744
u 27499 1.0080341212357515 0.0074077500251439506
x 27499 -297.6844721114353 -286.18541210821644 -1.4164080259407674
u 27500 0.9827269177259854 -0.012682648681210171
x 27500 -297.46827179776164 -287.19079326083397 -1.3015498523643119
u 27501 0.978427771835991 -0.01123382498676613
x 27501 -297.20272042257216 -288.0801137430341 -1.2596984318891138
u 27502 0.9741166478633603 -0.002743869266317928
x 27502 -296.8810863515421 -288.8247628392174 -1.066447738523352
u 27503 1.0136139411662024 -0.008637718246003363
x 27503 -296.39162987106386 -289.6698025344876 -1.0251581734992885
u 27504 0.9848467133302875 0.0027008949504879263
x 27504 -295.96961828797936 -290.72156081324664 -1.3532780082957439
u 27505 1.0207046542208678 0.006632803733309825
x 27505 -295.7288544435787 -292.10407995154293 -1.4434756511546316
u 27506 0.9266508714190612 -0.0037951297197241084
x 27506 -295.5669276347247 -293.04846995034706 -1.3584958954825381
u 27507 1.0276847162592577 -0.0034816560607879637
x 27507 -295.2958123161783 -294.43974530564816 -1.3981841610798373
u 27508 1.0038110828212117 -0.009545701140850602
x 27508 -295.14211935195993 -295.7183780806104 -1.5041543163824065
u 27509 1.008232641657589 -0.011640839095058872
x 27509 -295.0318829660117 -296.91324182849456 -1.4534421122110774
u 27510 1.0094314514822187 -0.005371638354468054
x 27510 -294.9657796380949 -297.47425759929484 -1.4535762525195
u 27511 0.9528468286799383 -0.004197200554537538
x 27511 -294.7670518678146 -298.4391067765905 -1.2817622075737884
u 27512 1.0098694026597594 -0.016329329391479956
x 27512 -294.40636106752874 -299.3895245349144 -1.1343970354873298
u 27513 0.9994052497821053 0.013750861923620825
x 27513 -293.99117399786627 -300.18045697052196 -1.0404056069153444
u 27514 1.0435805029776262 -0.00038525102618152193
x 27514 -293.3897745560324 -301.0608327249215 -0.9025773643355479
u 27515 1.0213502791688542 -0.002461777727945213
x 27515 -292.7433114236497 -301.94509432317136 -0.9764555869951188
u 27516 1.0099494245456249 0.004955931394937083
x 27516 -292.17393332014296 -302.6708126582527 -0.8346122290909417
u 27517 0.9670785240983859 -0.005124627448845487
x 27517 -291.5802545436663 -303.3148202926176 -0.8174666338807617
u 27518 0.9553541028280558 -0.003789052585809947
x 27518 -290.83082280644584 -304.0470419166813 -0.7300997800659248
u 27519 1.03687203857019 0.002604309021808299
x 27519 -289.9729703237892 -304.88612491698643 -0.818575827152968
u 27520 1.0030767215629772 0.0012917870167929609
x 27520 -289.0180083254892 -305.83493289863446 -0.7457554379151352
u 27521 1.010021645892509 0.011781644691139447
x 27521 -288.17348992326697 -306.48392018067625 -0.564679888015788
u 27522 0.984788413334004 0.016098694560157428
x 27522 -287.1621531562391 -307.0585699741748 -0.4687502004998443
u 27523 0.9425658024154581 0.016018991903790875
x 27523 -286.0112090310993 -307.5518169991083 -0.34101172838373106
u 27524 0.9767606001721522 -0.005006586115798974
x 27524 -285.13085238204366 -307.8769952481797 -0.36664143217047673
u 27525 1.0178675800551262 0.0053994030967479895
x 27525 -284.156709246642 -308.21904846590303 -0.3087251341481343
u 27526 0.9873734592485233 0.010985669911627997
x 27526 -282.98923646371856 -308.67658529775224 -0.4382895240338236
u 27527 0.9729821797411196 -0.00960640943710556
x 27527 -282.0150981906782 -308.949474699562 -0.10797667694801039
u 27528 1.0018374003672135 0.010191294115155403
x 27528 -280.6837783854983 -308.9582290078475 0.09482554364723406
z 27528 7181 8.250913079489045 -0.6606429402347569
z 27528 11888 8.35112717608693 -0.4087908792193282
u 27529 0.9795654098533383 0.01792793368479459
x 27529 -279.93832284230507 -308.8205586569576 0.27041814971971956
z 27529 7181 7.5075386306140865 -0.7596431061726143
z 27529 11888 7.466398358870066 -0.47997092287077336
u 27530 1.000067456140738 -0.0078208204252752
x 27530 -278.99750678902683 -308.53165489446025 0.32545687253761235
z 27530 7181 6.814326487125645 -0.8526436874196701
z 27530 11888 6.593481283216009 -0.5417159189851031
u 27531 0.9987985849771382 0.0005673281962786805
x 27531 -278.16258372757676 -308.3080091104486 0.19798282356396335
z 27531 7181 6.203123783837546 -0.9747885951430284
z 27531 11212 7.726927345652676 -0.3559772844367828
z 27531 11888 5.760917794320458 -0.6318383545654491
u 27532 0.9863200038809323 0.006889136725657562
x 27532 -277.14144968930015 -308.13591778648316 0.13593862470395468
z 27532 4923 7.6657949434331325 0.11041188500030508
z 27532 7160 8.072545119793501 -0.35477467281044106
z 27532 7181 5.7111832088712875 -1.1254285343326114
z 27532 9294 7.8109167364464875 -0.13009333344934326
z 27532 10553 8.26708866245189 -0.9635957226231859
z 27532 11212 6.812473773887516 -0.4138127918871941
z 27532 11493 8.447478824096436 -0.727630532173718
z 27532 11888 5.0013911440739625 -0.7560209608420081
z 27532 16155 7.854098720326525 0.042969468180253934
u 27533 1.0018840245665612 0.0028554783503862468
x 27533 -276.01019313068457 -307.8940048001534 0.2854042661858709
z 27533 3216 8.196143343730856 0.3414461602008454
z 27533 4923 6.670745486334575 0.12389315089454467
z 27533 7160 7.142102209764238 -0.4065672712018866
z 27533 7181 5.357819191144556 -1.2979656998217024
z 27533 8267 7.7664409528813785 -0.7285175158727206
z 27533 9294 6.818951694814777 -0.152218253432018
z 27533 10553 7.740560133092121 -1.073054961746335
z 27533 11212 5.909568141000196 -0.4851141653100264
z 27533 11493 7.729142244397303 -0.8169451101190504
z 27533 11888 4.328516981849028 -0.9185845335784055
z 27533 15348 8.268916358150706 -0.9011034374708586
z 27533 16155 6.85320570375795 0.046185348001689164
u 27534 1.0780962130210794 1.5707963267948966
x 27534 -275.67892325055465 -306.93377067795933 2.1917815591572536
z 27534 3216 7.331469883265223 -1.2862447501424832
z 27534 4923 5.934882080795675 -1.5475402485029655
z 27534 7160 6.842815096589776 -2.1095371139486216
z 27534 7181 5.89483791763907 -3.0127559374493487
z 27534 8267 7.771911998580154 -2.424326394400069
z 27534 9294 6.29345262756909 -1.847668181604396
z 27534 10553 8.06978754458998 -2.7594456312860878
z 27534 11212 5.69840322362449 -2.2193484240609855
z 27534 11493 7.820167336709292 -2.5121186333987957
z 27534 11888 4.560044309985329 -2.701947822202717
z 27534 15348 8.436247048190177 -2.58643515234359
z 27534 16155 6.170659131248054 -1.6307824858394424
u 27535 1.0101675924692346 0.004855789696824385
x 27535 -276.24272671970425 -306.1522697160506 2.1997482883595545
z 27535 3216 7.116690404708293 -1.4278582082532183
z 27535 4923 5.999461714156409 -1.7215411120665376
z 27535 7160 7.413920554165318 -2.2314431643684465
z 27535 7181 6.898120153386261 -3.03607493154594
z 27535 9294 6.643286184475122 -1.9992153150845713
z 27535 11212 6.361487838354101 -2.350861740323875
z 27535 11888 5.4918697706638016 -2.7847657987777996
z 27535 16155 6.314670880948504 -1.7959843927023034
u 27536 0.9794625375375481 -0.0011236114675122972
x 27536 -276.718559241081 -305.50278982454836 2.2064351410127747
z 27536 3216 7.043645826270224 -1.5647997086893954
z 27536 4923 6.22183934785872 -1.8767042551123225
z 27536 7160 8.051771788802709 -2.3265607790026213
z 27536 7181 7.8727600041295736 -3.0481244846544246
z 27536 9294 7.105791263604507 -2.1238375327628773
z 27536 11212 7.0843148439437424 -2.4482349811286985
z 27536 11888 6.418595724058251 -2.8370506642881015
z 27536 16155 6.602251623940467 -1.9399955582791009
u 27537 1.0265005234241267 0.007786479785551616
x 27537 -277.385011446116 -304.6599512864154 2.2732752406139642
z 27537 3216 7.115913749425902 -1.7173447568395455
z 27537 4923 6.607511124690089 -2.032993434283936
z 27537 9294 7.697861422552532 -2.245063929580356
z 27537 11212 7.903368060141241 -2.5387362203040382
z 27537 11888 7.405291607677972 -2.8858986537337543
z 27537 16155 7.041587851828929 -2.083950182263367
u 27538 0.9801459906145253 0.0032207443969193886
x 27538 -277.8355007459415 -304.11589090237595 2.251498273601375
z 27538 3216 7.325030177774067 -1.853296684594639
z 27538 4923 7.100305613787134 -2.15998928108952
z 27538 16155 7.572354171201269 -2.200074063006242
u 27539 1.027567761790664 -0.0009824036630167873
x 27539 -278.4400650893823 -303.2681916697272 2.1291317095975675
z 27539 3216 7.6747156456762555 -1.9812725351195208
z 27539 4923 7.718351954167587 -2.269956096402664
u 27540 0.9821727190737208 0.009922344923961617
x 27540 -278.87332870742546 -302.615752929244 2.1848635283416122
z 27540 3216 8.12098097420398 -2.1020767250946344
z 27540 4923 8.387644994657082 -2.3692465079410088
u 27541 0.9734102648525668 0.0022008352963883973
x 27541 -279.41631027250304 -301.84916027556176 2.1892855356068495
u 27542 1.021389807300349 0.0034539424186881915
x 27542 -280.0715240582945 -300.92877217864486 2.189627921056175
u 27543 0.9816677990287223 0.0048904809421859525
x 27543 -280.77279690266283 -300.20286602475943 2.4882442064395214
u 27544 0.9644317212700977 -0.008904404695642416
x 27544 -281.5206082626491 -299.64673479746847 2.516054991076432
u 27545 1.0539165178720036 -0.0038544074602921154
x 27545 -282.48271390569636 -298.9811009746491 2.5566584682513094
u 27546 1.06597327234677 1.5707963267948966
x 27546 -283.35577867241017 -299.37374049763804 -1.7114071464842109
u 27547 0.9766763319176798 0.0026681765845751534
x 27547 -283.388051422207 -300.2505807502467 -1.5037637641342065
u 27548 0.971214720338891 -0.0018048428718278708
x 27548 -283.36878213996994 -301.32115509558935 -1.6018347487947961
u 27549 1.0123713220264556 0.006494477035639202
x 27549 -283.433792719094 -301.9883878390282 -1.734011031049423
u 27550 1.0493170026663239 -0.0029315636283042735
x 27550 -283.631098681104 -303.053099823022 -1.7740522033880033
u 27551 0.9597730285385375 -0.006808973628265162
x 27551 -283.704270928982 -303.7792737713085 -1.5683906648520147
u 27552 0.9452727053973918 0.014595596045545393
x 27552 -283.8465091819973 -305.05081273672647 -1.796001886648801
u 27553 0.9627613109877458 0.018073631564401962
x 27553 -284.1669466434712 -306.12814292900663 -1.9237976121732168
u 27554 0.9857929615708947 -0.0018804511993564883
x 27554 -284.5130077933162 -307.0872246791039 -1.9103673932101046
u 27555 1.021353368662945 0.013535936746850203
x 27555 -284.7597171260508 -308.2050325476568 -1.6656766294676155
u 27556 1.0147258309527507 0.0024944325909794104
x 27556 -284.86934855128794 -308.99034390402545 -1.7533281385608122
u 27557 0.9490219921510303 0.0038823490046980373
x 27557 -284.9577831169263 -309.62051798202685 -1.667110644673107
u 27558 0.9625943235439391 -0.010025684811799974
x 27558 -285.03474857953364 -310.6176165326722 -1.628555340941748
u 27559 1.0321157868109654 0.0020657287288178886
x 27559 -285.1087126712715 -311.7551260390579 -1.6429001677108575
u 27560 1.165201820482957 1.5707963267948966
x 27560 -284.55091394602124 -312.6340211105497 -0.36766243045997005
u 27561 1.0213006191068503 0.0013064461498048965
x 27561 -283.521689967291 -313.0684805094216 -0.43120060214993394
u 27562 1.0372692240456214 0.0014173295854096944
x 27562 -282.6177574741858 -313.50581614155146 -0.4700305108743721
u 27563 0.9675207965003948 0.015599712278375305
x 27563 -281.9163106763255 -313.8902744520615 -0.5327258441311091
u 27564 1.0093348482132642 -0.00030629358280657846
x 27564 -280.81020079727466 -314.631637961223 -0.6482244182068877
u 27565 1.0203644687561795 -0.01205846034743341
x 27565 -279.9033579021134 -315.27349289155103 -0.5836465422191917
u 27566 0.9984519897397052 -0.0018698942483924622
x 27566 -278.97085218365766 -315.9650298041029 -0.6925473446865436
u 27567 0.9545983297649109 -0.008893051995531058
x 27567 -277.9888818025728 -316.7702471770376 -0.6810899769911711
u 27568 0.9845208159899717 0.005179281914200964
x 27568 -277.1033365690905 -317.4997986569832 -0.6971341273001115
u 27569 0.9959494778488989 -0.010504966390977508
x 27569 -276.47037906585393 -317.9945978450711 -0.6298626044671516
u 27570 0.9437016277412781 0.0035675341224869015
x 27570 -275.63063336849876 -318.6687035639891 -0.7229682403642501
u 27571 0.9948083087451187 -0.004887686417270254
x 27571 -274.7787884090286 -319.52309492573556 -0.850812902020555
u 27572 1.0361887514293453 0.0014754031696158128
x 27572 -273.9812787777452 -320.3275326875436 -0.7286330063528275
u 27573 0.9814690275406002 0.00982058608538193
x 27573 -273.383721361615 -320.81266836963766 -0.6352343336151121
u 27574 1.0350552614989688 -0.004037293303029074
x 27574 -272.4896970474712 -321.6188091992772 -0.8322716323237698
u 27575 0.9980655309831219 0.0003656471997233933
x 27575 -271.8722876390844 -322.2976588267073 -0.833250006528722
u 27576 1.0735976529408005 0.006722285053685893
x 27576 -271.13203020508536 -322.9195632577664 -0.5642093269122128
u 27577 1.0652816899584954 0.01072748755106773
x 27577 -270.0806856501846 -323.4930996621661 -0.43459515450181563
u 27578 1.0945537442447135 1.5707963267948966
x 27578 -269.08108516077453 -322.8288435803433 1.607627279837443
u 27579 0.9950850720660027 -0.016608372093576136
x 27579 -269.13680984101916 -321.915685558426 1.6558624850239596
u 27580 1.0263041257473744 -0.00019612229278202184
x 27580 -269.23926446120015 -320.95718702916326 1.6987029953782464
u 27581 1.055596286287752 0.009968949614233953
x 27581 -269.44258365852437 -320.04421013473467 1.8811364659218324
u 27582 0.9761946949601757 0.0031258680907001925
x 27582 -269.7783692735026 -319.1247214231622 1.9607364682167718
u 27583 0.9892208152104942 0.010777151547869259
x 27583 -270.056500552296 -318.2073638866152 1.7696131366537955
z 27583 7181 8.413375522692284 0.062372050206060514
u 27584 1.0155115385300126 -0.00014639448316143856
x 27584 -270.31060963589897 -317.2371653118096 1.8843005253456724
u 27585 0.9936550026151844 -0.028253345848900546
x 27585 -270.7205013467102 -316.06815894763025 1.9317686257437892
u 27586 0.989054501482427 0.005467483806375312
x 27586 -271.3032246354042 -315.11782577147045 2.309929662330065
z 27586 10553 7.612845128752225 -0.14303222901007695
u 27587 0.9687113241630291 0.010442831228824305
x 27587 -272.1211640060499 -314.21543057940045 2.304352737540299
z 27587 10553 6.656302545569277 -0.1749734589052756
z 27587 11493 8.227616671913562 -0.012983645958561052
z 27587 15348 8.065803877492511 -0.11701552309267615
u 27588 0.9830883573955383 -0.0003859505693835803
x 27588 -272.8418178860057 -313.4633986121258 2.365429273580194
z 27588 8267 7.786522180370418 0.04165954736993349
z 27588 10553 5.69076008323603 -0.20463215776038268
z 27588 11212 7.885490632512674 0.3593207505289566
z 27588 11493 7.2446196487282535 -0.014333331406902072
z 27588 15348 7.090342214945869 -0.13279110888475687
u 27589 0.9750042945952767 0.007186511996680643
x 27589 -273.68283572075444 -312.6019726988672 2.322985815077688
z 27589 2031 8.095668414384559 -0.7856501454745786
z 27589 4356 7.990358915300386 -0.7096607853455446
z 27589 7160 8.159126552486779 0.31817635506424136
z 27589 8267 6.812327364002221 0.039919916648542664
z 27589 10553 4.741104883672037 -0.2543440080615458
z 27589 11212 6.9797948660985165 0.4008033553839083
z 27589 11493 6.269798472645615 -0.024307420814236202
z 27589 15348 6.125828335482487 -0.1616193551528884
u 27590 1.0060269531372992 -0.003481991856539869
x 27590 -274.11967012129077 -312.00905764451414 2.088550172128386
z 27590 2031 7.4173309037174455 -0.8780784304968954
z 27590 4356 7.255614990164485 -0.7964624000255434
z 27590 8267 5.807324994209617 0.05061697231486484
z 27590 10553 3.775386199889391 -0.31750886701038894
z 27590 11212 6.066997838602477 0.4692926610224806
z 27590 11493 5.264077119447624 -0.025137782909018913
z 27590 15348 5.135130244159332 -0.18933102066414698
u 27591 1.018883669111649 0.001256541200257405
x 27591 -274.585740578556 -311.02883346604756 1.9407114071609701
z 27591 2031 6.812448543107157 -0.9947409023166873
z 27591 2828 8.116242674763791 -0.630106511130414
z 27591 4356 6.584092440838316 -0.9086424733994072
z 27591 8267 4.789984725780806 0.059989362165956184
z 27591 10553 2.825661178176679 -0.4317952713220876
z 27591 11493 4.245612860618969 -0.032577146897620146
z 27591 15348 4.13904786863986 -0.2370846900911623
u 27592 0.9963857512920918 -0.0006780559052147221
x 27592 -274.8609292831436 -310.31941524630054 1.9409584645733764
z 27592 2031 6.324827903365411 -1.1265330354946759
z 27592 2828 7.334512632721105 -0.7095232273770407
z 27592 4356 6.0226894253353285 -1.0387791908698087
z 27592 8267 3.795887019883148 0.07649412719207183
z 27592 10553 1.965267638065948 -0.6447621034132602
z 27592 11493 3.249903545227291 -0.04178140299442479
z 27592 15348 3.179055942277713 -0.3099830688822909
u 27593 1.023924569824942 -0.013036449358302601
x 27593 -275.15555698990823 -309.41715841475946 1.8318920161798768
z 27593 2031 5.9505445505451275 -1.269005072970323
z 27593 4356 5.567370406573419 -1.1842890859591773
z 27593 8267 2.7767938192772528 0.1201102438360091
z 27593 11493 2.2269153852801358 -0.04495602202874771
z 27593 15348 2.223081941174562 -0.4350207348620909
u 27594 0.9844230806360229 -0.003968462524985239
x 27594 -275.3070254019627 -308.7252030125257 1.7407006026956378
z 27594 2031 5.733551260917361 -1.4296123548253554
z 27594 4356 5.273769458036733 -1.3539456520952324
z 27594 8267 1.8036888878430855 0.19059938615949923
z 27594 15348 1.392222771974445 -0.7323022465479472
u 27595 1.0210346509464439 0.010529646633286899
x 27595 -275.48141505332507 -307.47956516348034 1.6790844889472352
z 27595 2031 5.685915183334832 -1.6190098819071812
z 27595 4356 5.156885457351967 -1.5592832187185328
z 27595 8267 0.8219682532870752 0.4110199486700985
u 27596 0.9667937576422114 -0.002905723112579467
x 27596 -275.5728479366515 -306.91260093184644 1.7822898511174916
z 27596 2031 5.811904212335495 -1.7830437508743513
z 27596 4356 5.234393314001687 -1.7421284892179028
u 27597 0.9834697827326174 0.011541192397327385
x 27597 -275.8461508422912 -306.0001531539874 1.9413487105688008
z 27597 2031 6.100658211739485 -1.9526322984037545
z 27597 4356 5.493628262073447 -1.9308136085723548
u 27598 0.9769452329736068 0.005658928564246162
x 27598 -276.2573389217908 -304.6071286869455 1.7742953566792785
z 27598 2031 6.530346039516596 -2.097407950206933
z 27598 4356 5.91136547463199 -2.091598917045248
u 27599 0.9591362480363206 -0.0022938434484897634
x 27599 -276.414422224283 -303.6414814924202 1.6898153228008574
u 27600 0.9963920924498727 -0.01314226429972297
x 27600 -276.5147923585891 -302.7254606223155 1.6700503534184286
u 27601 1.0145891920574768 0.0039048548261538902
x 27601 -276.5975894540988 -301.42147241519535 1.5983626100410024
u 27602 0.9645711708592791 0.008745787947996127
x 27602 -276.69180518471154 -300.2943881324312 1.710027145121102
u 27603 1.060906976241504 0.008157647072613189
